lat,lon,year,month,day,SIC,CHL,SST,Sal,u,v,npp,nitrat,SIT,mlotst_glor,Cgla_c1c2,MLDaverCHL,MLDaverSal,MLDaverSST
81.6093,3.3908,2020,7,8,0.9182005524635316,0.133804440498352,-1.7993159294128418,32.73246765136719,-0.0857678651809692,0.0338166654109954,0.6652031540870667,8.309425354003906,1.2052985429763794,10.767897605895996,0.0,0.12244639545679092,31.213539123535156,-1.7152414321899414
81.2253,0.2828,2020,7,16,0.882671058177948,0.174058049917221,-1.8151731491088867,32.11235427856445,-0.0460804030299186,-0.0663741081953048,0.7765437364578247,7.496453762054443,1.139177680015564,10.767897605895996,14.565362117560571,0.2311774045228958,30.963741302490234,-1.6971232891082764
80.3382,-0.7041,2020,7,23,0.842237114906311,0.3118225038051605,-1.8172372579574585,31.67011070251465,-0.0429471097886562,-0.0491710603237152,1.9331403970718384,8.189326286315918,1.0715125799179075,10.767897605895996,0.0,0.29567891359329224,30.59037971496582,-1.6686906814575195
79.6104,-2.2602,2020,7,27,0.7206599116325378,0.6963426470756531,-1.837021946907044,31.163707733154297,-0.0371604785323143,0.0229040719568729,5.659956932067871,7.283268451690674,0.9680039286613464,10.767897605895996,16.67411380932789,0.6410606503486633,30.508115768432617,-1.5794328451156616
88.2975,-34.6857,2020,8,17,0.8218266367912292,0.2747396230697632,-1.6492911577224731,29.94702339172364,-0.0297125000506639,-0.0067113987170159,0.9217087030410768,6.017441272735596,0.7455286979675293,10.767897605895996,60.74141463757234,0.261593759059906,28.57518196105957,-1.563645601272583
87.8372,104.9938,2020,8,18,0.9153192043304444,0.367374062538147,-1.677257776260376,29.87294578552246,-0.0089760897681117,0.0624923594295978,3.708080291748047,1.9491660594940183,0.5511302351951599,10.767897605895996,25.046282200809607,0.3630220592021942,28.7076473236084,-1.562290072441101
88.9362,-35.7963,2020,8,18,0.8877284526824951,0.2367987036705017,-1.6668219566345217,29.810890197753903,-0.0370786599814891,-0.0108626885339617,0.6285940408706665,5.935804843902588,0.614672064781189,10.767897605895996,12.153864077478405,0.2485300749540329,28.521451950073242,-1.5626201629638672
88.5853,120.0252,2020,9,3,0.9423428773880004,0.8714773654937744,-1.6396726369857788,30.220178604125977,0.1035602912306785,0.0958046317100524,5.855086803436279,4.067583560943604,0.4634588956832886,10.767897605895996,86.39214929756758,0.8294613361358643,28.819528579711914,-1.5624995231628418
88.7131,107.5931,2020,9,10,0.945823073387146,0.7584139704704285,-1.6528340578079224,30.307559967041016,-0.0156122026965022,0.0838672146201133,3.980828523635864,3.621561527252197,0.4219391345977783,12.893508911132812,16.67411380932789,0.7347973585128784,29.191316604614258,-1.5886372327804565
89.0036,101.5266,2020,9,14,0.9764864444732666,0.7795036435127258,-1.6399415731430054,30.23780632019043,0.1056467369198799,0.0251363664865493,2.1009109020233154,3.7967448234558105,0.4146706163883209,16.41172981262207,34.38343187807047,0.7452548742294312,29.31938362121582,-1.589468002319336
89.0898,109.4483,2020,9,16,0.9792180061340332,0.929234504699707,-1.6465038061141968,30.335378646850582,0.0117674386128783,0.0123967211693525,2.4093642234802246,3.930638551712036,0.4138945639133453,13.483963012695312,45.01567348184786,0.8857794404029846,29.213470458984375,-1.5841429233551025
86.0445,59.6025,2020,9,24,0.5633755326271057,0.2821320593357086,-1.6658811569213867,31.46012687683105,-0.0084735499694943,0.0589464418590068,0.4023032188415527,2.2270524501800537,0.4889820516109466,16.651798248291016,511.6664177545565,0.2735971212387085,30.517305374145508,-1.6133683919906616
85.9549,48.3734,2020,9,25,0.9039983749389648,0.263006716966629,-1.6729480028152466,31.422069549560547,-0.01851187646389,0.0091788573190569,0.3913226127624511,1.977027416229248,0.2366737425327301,15.682546615600586,89.30977457372416,0.25783059000968933,30.827125549316406,-1.6204053163528442
80.367,-1.88,1993,7,24,0.763722956,0.072203085,-1.790066123,30.90821266,3.768062219,-3.743152693,0.224564537,4.059624672,2.890336514,10.767897605895996,466.37205216,0.07128223031759262,30.400497436523438,-1.4853477478027344
80.35,-1.142,1993,7,27,0.695095301,0.069318704,-1.829801917,31.25005341,2.380304784,-8.122640103,0.222925201,4.161532402,2.913307905,10.767897605895996,191.55789477,0.0662064477801323,30.520246505737305,-1.5203332901000977
80.45,-1.258,1993,7,28,0.798435688,0.064543411,-1.794423223,31.59296608,1.040055603,-5.59351258,0.176558703,4.294377327,2.883977652,10.767897605895996,48.00490359,0.06922014057636261,30.390050888061523,-1.5009896755218506
80.45,-1.285,1993,7,29,0.818229079,0.06545236,-1.769573092,31.66513824,-0.850090291,-5.988288671,0.162152007,4.307881832,2.854165554,10.767897605895996,160.24895493,0.07017562538385391,30.39654541015625,-1.5014431476593018
80.45,-0.347,1993,8,3,0.835489511,0.07050392,-1.743409634,31.77873993,5.119758472,-4.602368921,0.092923723,4.328045368,2.793973207,10.767897605895996,2037.0814211,0.07257071137428284,30.884140014648438,-1.537760853767395
79.717,-1.488,1993,8,8,0.712092459,0.121548273,-1.576223969,31.68519211,-13.49289268,-16.76257551,0.620803416,4.03309679,2.589445114,10.767897605895996,137.31786442,0.10406354069709778,30.475704193115234,-1.386568307876587
80.4,-1.363,1993,8,10,0.766432524,0.085573368,-1.759065151,31.61728668,1.541091967,-4.721508175,0.275211751,4.220774174,2.950524569,10.767897605895996,1187.0454491,0.0949624702334404,30.393007278442383,-1.5525710582733154
80.167,-8.198,1993,8,11,0.0,0.320128292,0.379276037,30.09116364,-2.942287736,-1.383254956,0.811224401,3.669818878,0.0,10.767897605895996,1243.6092181,0.3628409206867218,29.01849365234375,-0.7671429514884949
80.417,-1.273,1993,8,11,0.772156179,0.087210707,-1.750166416,31.55394745,1.173126511,-2.659955621,0.188567907,4.186051369,2.949560642,10.767897605895996,438.2155571,0.0975799486041069,30.399307250976562,-1.5519795417785645
79.533,-1.272,1993,8,12,0.801334739,0.131376699,-1.485694289,31.2905941,-3.63428928,3.957238421,0.186750755,4.350925446,2.358864069,10.767897605895996,226.01257507,0.1230817437171936,30.1617488861084,-1.3451123237609863
81.2,30.6,1993,8,12,0.902318716,0.042383119,-1.799343467,33.04972839,4.569705203,7.523192465,0.092215136,6.125071049,2.197918653,10.767897605895996,192.05741466,0.03755335882306099,31.60065460205078,-1.6760045289993286
81.45,34.5833,1993,8,13,0.924040437,0.09027373,-1.808954716,32.98962784,2.210236527,5.77416569,0.14993538,7.308752537,2.189626217,10.767897605895996,328.06818329,0.08993884176015854,31.589466094970703,-1.7052011489868164
81.6667,30.2667,1993,8,13,0.921532989,0.079427041,-1.807796359,32.89669418,2.919641696,5.485231429,0.136221066,6.37765646,2.360297918,11.590051651000977,3664.978153,0.06517942249774933,31.427261352539062,-1.7113436460494995
82.2,30.8833,1993,8,15,0.925199926,0.076848283,-1.804710269,32.85079956,3.231508285,1.811432652,0.099384472,4.807967186,2.431868792,17.550704956054688,64.02859709,0.07786782830953598,31.763652801513672,-1.7450377941131592
82.75,40.25,1993,8,18,0.974322438,0.074401386,-1.827760458,33.29526901,-3.676892072,-0.280234963,0.084015206,4.425434589,2.44187355,10.767897605895996,0.0,0.05782530829310417,31.68355369567871,-1.7262684106826782
82.15,42.0333,1993,8,20,0.934324682,0.056899004,-1.805170298,32.70385742,-4.684749246,0.283134216,0.057604704,3.873542786,2.352491856,10.767897605895996,360.0775023,0.06658705323934555,31.31969451904297,-1.6961669921875
82.0167,43.5667,1993,8,21,0.92914629,0.067811422,-1.801475644,33.00543976,-5.110646039,3.155636415,0.081207499,5.893901348,2.310924768,10.767897605895996,160.002324718,0.08126556128263474,31.690425872802734,-1.6281354427337646
77.8867,101.655,1993,8,27,0.826038301,0.496938288,-0.950897396,29.35671997,-20.66973746,1.84733551,2.725336313,0.162392452,1.745444894,10.767897605895996,0.0,0.7690929174423218,30.527563095092773,-0.7139716744422913
76.5,133.3333,1993,9,1,0.0,0.294554204,-0.039492287,27.4822731,6.150963902,5.705683306,0.426620483,0.013755139,0.0,14.881208419799805,0.0,0.48603567481040955,25.274431228637695,0.5653969049453735
78.7167,132.35,1993,9,2,0.814886749,0.513066947,-1.404529452,28.77054405,1.853515953,2.059536614,2.198517084,0.202803299,1.231810451,10.767897605895996,0.0,0.46808212995529175,27.28497886657715,-1.2965373992919922
78.3833,133.0667,1993,9,4,0.615281105,0.409546196,-1.335618615,27.87159157,9.150357544,7.07661435,2.859324694,0.130960017,0.948225498,10.767897605895996,0.0,0.327851802110672,26.552867889404297,-1.228653907775879
78.0667,133.55,1993,9,5,0.000968468,0.434600651,-0.669411123,28.39993477,-8.393461257,-6.170397252,3.026691675,0.173736498,0.001977071,10.767897605895996,0.0,0.41447189450263977,27.123186111450195,-0.6584831476211548
78.1,133.5167,1993,9,5,0.000968468,0.434600651,-0.669411123,28.39993477,-8.393461257,-6.170397252,3.026691675,0.173736498,0.001977071,10.767897605895996,0.0,0.41447189450263977,27.123186111450195,-0.6584831476211548
78.1433,133.3867,1993,9,5,0.121682502,0.372051388,-1.104687929,27.92731857,-4.205006361,-2.967902087,2.437078238,0.114257917,0.576702118,10.767897605895996,0.0,0.4147542417049408,27.01219367980957,-0.7925830483436584
77.4,133.5833,1993,9,6,5.33e-08,0.248752981,-0.692200661,28.73410416,-2.502418123,-0.911221374,1.078154206,0.020098474,0.000234197,13.762656211853027,0.0,0.23551686108112335,26.92013168334961,-0.0957547202706337
77.9,133.5667,1993,9,6,0.003892459,0.425149828,-0.686695695,28.15102386,-0.475117564,-2.861140482,3.578494787,0.160297051,0.053875975,10.767897605895996,0.0,0.3287687301635742,27.414031982421875,-0.5554985404014587
77.0333,126.4,1993,9,7,0.7345137,0.461440384,-0.100275509,27.44788361,4.141164571,-0.015375367,3.395470381,0.11677371,0.879528224,10.767897605895996,0.0,0.4762743413448334,26.190519332885742,-0.25596484541893005
77.1833,126.2333,1993,9,8,0.824950397,1.029387236,-0.61509347,27.14147758,8.797352761,0.563119026,9.322826385,0.54119581,1.101989627,10.767897605895996,0.0,0.511877179145813,25.848068237304688,-0.3332015573978424
77.1,126.3167,1993,9,9,0.781964779,0.580657423,-0.753293455,26.66904831,16.40557647,-4.114647582,4.03754282,0.195928082,0.869794726,10.767897605895996,0.0,0.5526701211929321,25.669960021972656,-0.6298879981040955
77.1333,126.3833,1993,9,9,0.817759931,1.02703619,-0.979321301,26.98440933,14.12923038,-4.824183136,7.708728313,0.536087155,1.021413088,10.767897605895996,0.0,0.5526701211929321,25.669960021972656,-0.6298879981040955
77.7333,125.7667,1993,9,10,0.925011098,1.660772562,-1.383132815,25.97733498,1.946590468,-13.79884332,12.02041721,1.109506965,1.372570992,10.9860200881958,0.0,1.5367600917816162,24.9350643157959,-1.3401541709899902
79.25,122.8833,1993,9,12,0.886690557,0.844023943,-1.678983927,30.74425888,-1.630349271,-3.816132247,4.21497345,1.022369623,2.027229548,15.215269088745115,0.0,0.5890989303588867,29.343341827392578,-1.56093168258667
79.1833,119.9,1993,9,13,0.886471331,0.544854999,-1.664661765,30.25851631,-4.915602505,0.03017979,1.524325252,0.505478144,2.015467644,15.215269088745115,0.0,0.561669111251831,28.767173767089844,-1.5971088409423828
78.6667,118.5667,1993,9,14,0.911065817,0.737597585,-1.431446075,29.93887711,-3.760308027,1.952487975,2.121415615,0.642200232,1.914794087,12.138108253479004,0.0,0.8642711043357849,28.67388153076172,-1.283879041671753
78.0,118.7333,1993,9,15,0.96794486,0.991147518,-1.633161783,29.86838341,-1.432247553,1.754737645,2.498499632,2.099617481,1.630738854,14.672905921936035,0.0,1.0498601198196411,28.280248641967773,-1.6659767627716064
77.5667,118.4333,1993,9,16,0.949905694,0.718097389,-1.660582185,28.58120728,-1.52191557,-2.859680541,1.598104596,3.601930618,1.548404336,10.767897605895996,0.0,0.5835111141204834,27.346376419067383,-1.4495630264282227
77.4,118.1833,1993,9,17,0.938210249,0.597973049,-1.591629863,28.6291523,0.862419792,-2.68050544,1.340600371,3.90376544,1.570434451,10.767897605895996,0.0,0.45339101552963257,27.300249099731445,-1.6218377351760864
77.1833,118.7333,1993,9,18,0.97519815,0.499503464,-1.742171049,28.23532867,-0.30209485,0.604190212,1.199846506,3.85461092,1.515428901,10.767897605895996,0.0,0.4540210962295532,27.4721622467041,-1.6857936382293701
77.2667,118.5333,1993,9,18,0.975142479,0.489290982,-1.745710731,28.33872986,-0.289712241,0.652288273,1.191311598,4.126121521,1.529504895,10.767897605895996,0.0,0.46723538637161255,27.16796112060547,-1.629124402999878
78.2667,109.25,1993,9,20,0.829511106,0.359292686,-1.504518867,31.25871468,-1.023653243,4.013823345,0.740675569,4.216912746,2.087313175,10.767897605895996,0.0,0.3429061770439148,29.81562042236328,-1.4326345920562744
78.4667,110.8167,1993,9,20,0.944472849,0.389457971,-1.680695772,31.23440742,-3.200599551,4.693439603,0.701212764,4.576813221,1.936716914,10.767897605895996,0.0,0.3352918326854706,29.819467544555664,-1.3677175045013428
78.7,112.5333,1993,9,21,0.99457413,0.4109945,-1.815206766,30.92388535,-3.94529067,8.408164233,0.60961777,4.332740307,1.934684277,10.767897605895996,0.0,0.35155919194221497,29.580446243286133,-1.5337491035461426
78.75,112.7,1993,9,21,0.99262768,0.401302814,-1.791667342,30.87448311,-3.8953159,8.226820081,0.612438679,4.212311745,1.935828209,10.767897605895996,0.0,0.35155919194221497,29.580446243286133,-1.5337491035461426
78.5833,111.3667,1993,9,22,0.946774662,0.38334915,-1.649107933,31.23029137,-4.392358288,4.986773059,0.569321096,4.504003525,1.892712831,10.767897605895996,0.0,0.3657970428466797,29.785335540771484,-1.5677852630615234
70.5002,20.0063,1995,1,21,0.0,0.040141329,5.801272392,34.37010574,12.2765936,1.760810986,0.000101277,5.851354122,0.0,133.12744140625,0.0,0.039895445108413696,34.24888229370117,5.808857440948486
72.001,19.6883,1995,1,21,0.0,0.036203042,5.99369812,34.92079544,10.48232764,-0.228935177,0.0,9.150446892,0.0,125.4287338256836,0.0,0.03634345903992653,34.797542572021484,6.021562576293945
73.4998,19.3372,1995,1,22,0.0,0.029142682,4.796006203,35.01455688,1.539210137,9.754032642,0.0,11.00595093,0.0,112.74694061279295,0.0,0.028867630288004875,34.81050109863281,5.166277885437012
72.0,19.68,1995,3,8,0.0,0.134106696,5.130639076,35.05980682,1.027381141,6.017854065,0.404796958,10.09889889,0.0,219.2582397460937,0.0,0.16678857803344727,34.66007995605469,4.942575454711914
74.0,19.22,1995,3,9,0.0,0.103847794,3.716709614,34.82525635,0.719888415,8.51695165,0.465188473,9.515347481,0.0,93.80575561523438,0.0,0.044704992324113846,34.840824127197266,4.52625846862793
63.66,2.34,1995,3,18,0.0,0.393727273,6.15015173,35.12467194,18.39132011,6.216731668,1.660402656,11.49556446,0.0,71.70201873779297,0.0,0.25738459825515747,35.10482406616211,7.023232460021973
64.175,1.1333,1995,4,14,0.0,0.550048888,4.046311855,35.04994202,10.28057113,-8.15654099,6.832716942,8.682665825,0.0,55.80620956420898,0.0,0.5506777763366699,34.75898361206055,4.481466770172119
64.425,0.5667,1995,4,14,0.0,1.087389708,3.962039948,35.07667923,10.24235636,-5.281977728,13.07763958,10.15952969,0.0,65.10472869873047,0.0,0.9296471476554871,34.799415588378906,4.389469146728516
64.4255,0.5685,1995,4,22,0.0,1.253236771,4.067047119,34.8947525,1.962647587,-2.312998287,21.25158501,9.144054413,0.0,35.82880401611328,0.0,0.8768369555473328,34.447471618652344,4.839946746826172
64.6658,0.0035,1995,4,22,0.0,1.301138043,4.04551506,34.91863251,0.8486256,-4.199477285,19.97784042,9.361351967,0.0,41.61515045166016,0.0,0.9001802802085876,34.46421813964844,4.472133159637451
64.176,1.133,1995,4,23,0.0,0.582923532,3.914883375,34.88616562,6.847670674,-4.663430527,13.58620644,8.013641357,0.0,30.98509788513184,0.0,0.6019096970558167,34.51902389526367,5.810232162475586
62.4828,4.9353,1995,4,24,0.0,1.856868744,5.853089809,33.94026566,-10.25438979,-0.360398763,36.15843582,2.251668692,0.0,17.240131378173828,0.0,0.9935331344604492,32.95836639404297,5.60704231262207
62.6,4.6833,1995,4,29,0.0,1.513469219,5.673074245,33.87008667,1.351314317,-0.202404894,31.94656372,2.626081705,0.0,31.74881935119629,0.0,1.473509669303894,33.147491455078125,5.52321720123291
63.065,3.6667,1995,4,29,0.0,1.928352356,6.144327641,34.11871719,7.226151973,3.043015301,44.80649948,2.092718363,0.0,15.878637313842772,0.0,2.0057711601257324,32.898895263671875,5.858668327331543
63.1883,3.3967,1995,4,29,0.0,2.267446041,7.16925478,35.01737213,16.79442823,-1.858530194,49.61009216,6.428672791,0.0,21.32620429992676,0.0,2.176945686340332,32.76580810546875,5.841567039489746
63.9467,1.6817,1995,4,30,0.0,1.235561013,5.231077671,35.03072357,8.690374345,-3.352585807,20.47024345,9.254875183,0.0,38.55956268310547,0.0,1.0122846364974976,34.86130905151367,6.736140251159668
64.1717,1.1417,1995,4,30,0.0,0.560801864,4.65609026,34.95992279,2.044220641,7.118602842,11.51342487,7.838613987,0.0,43.84903717041016,0.0,0.65115886926651,34.54176712036133,4.948681354522705
64.4167,0.5867,1995,4,30,0.0,0.676623583,4.340120316,34.90922928,-0.327581563,2.778378874,11.96356964,8.529026031,0.0,44.60904312133789,0.0,0.5585392713546753,34.503387451171875,4.482295036315918
64.6633,0.01,1995,4,30,0.0,0.734699667,4.440781116,34.91898727,-1.262858603,5.133330822,12.37585163,8.708629608,0.0,39.60283660888672,0.0,0.588592529296875,34.51262664794922,4.374581336975098
62.95,3.9167,1995,5,22,0.0,1.166090488,7.293618202,34.01486588,36.11489236,20.17816305,27.89931297,1.294564009,0.0,10.79167938232422,0.0,0.5978320837020874,32.90309524536133,7.042280197143555
63.1917,3.4,1995,5,22,0.0,1.543269277,7.608015537,34.89500427,9.875553101,2.494442463,27.88430977,5.081094265,0.0,13.06088924407959,0.0,1.4488595724105835,32.4041862487793,6.878982067108154
63.3167,3.1,1995,5,22,0.0,1.669354796,7.325938702,34.38949966,13.24016601,11.61737889,26.55948067,5.277628899,0.0,11.110889434814451,0.0,1.593519687652588,32.845726013183594,6.991128444671631
63.6917,2.25,1995,5,22,0.0,1.732022047,6.923212051,35.15429688,7.21616596,6.168552488,19.6744957,6.651701927,0.0,33.157081604003906,0.0,1.6553391218185425,34.70277786254883,6.91579008102417
62.3667,5.2,1995,5,23,0.0,1.438999057,7.720831394,33.88354111,9.229703248,9.916191548,32.83899307,0.296490192,0.0,11.838936805725098,0.0,0.9897956252098083,32.26365280151367,6.965098857879639
62.7167,4.4333,1995,5,23,0.0,0.55909729,7.533340454,33.6696167,15.34421146,21.02669477,8.06714344,0.03547946,0.0,12.15691089630127,0.0,0.4803248643875122,32.0202751159668,6.945367336273193
67.0,-5.25,1995,6,17,0.0,0.944600701,5.047514915,34.83158493,-4.903556779,15.75338691,13.68805313,7.056860447,0.0,10.767897605895996,0.0,0.9040225744247437,33.1392707824707,4.837390422821045
67.0,-1.0,1995,6,20,0.0,0.512427866,7.039095402,34.9422493,9.147062898,2.864943072,9.988772392,6.51353693,0.0,21.14680290222168,0.0,0.5172804594039917,33.915794372558594,6.681343078613281
73.9972,19.2128,1995,6,20,0.0,1.474783182,4.311194897,34.71982193,2.008093335,4.807695001,22.87619209,2.631560564,0.0,14.964585304260254,0.0,1.365902066230774,34.02604293823242,5.498373985290527
64.6628,0.0012,1995,6,25,0.0,0.595218241,7.975422859,34.91175461,6.390126795,-2.674486116,12.383955,5.707177162,0.0,21.72134017944336,1024.126512,0.506754994392395,33.96078109741211,7.621972560882568
62.9465,3.9237,1995,6,26,0.0,0.333581328,11.26954746,34.38869476,10.04548594,10.78997925,15.06375122,1.182424188,0.0,10.767897605895996,0.0,0.4566710889339447,31.92491912841797,10.568949699401855
63.1892,3.4032,1995,6,26,0.0,0.450529873,10.92721462,34.88178635,-6.004515663,2.851519361,15.34836578,2.819540262,0.0,10.767897605895996,0.0,0.35172948241233826,33.20844650268555,10.470243453979492
63.95,1.6765,1995,6,26,0.0,0.669105053,9.108551979,34.94156265,21.24927044,14.19032365,18.91884422,4.146224499,0.0,11.745941162109377,0.0,0.6423066854476929,33.513938903808594,9.291742324829102
64.1763,1.1285,1995,6,26,0.0,0.42137447,8.992086411,35.04534531,7.056104392,-8.147487044,12.05747604,5.187650204,0.0,11.422924041748049,0.0,0.6607574224472046,33.37995147705078,8.13757610321045
63.1917,3.4,1995,7,12,0.0,0.332087278,10.60513878,34.47948456,-15.21049738,1.024325844,11.49341011,3.076774836,0.0,14.623862266540527,0.0,0.35181790590286255,33.60905075073242,10.306862831115723
62.6,4.6833,1995,7,13,0.0,0.183588624,11.2709589,33.27023315,-6.307864934,2.662097849,2.393254995,0.006863271,0.0,14.130510330200195,0.0,0.1688431203365326,31.97565460205078,10.90745735168457
73.5,19.3333,1995,8,28,0.0,0.389974803,7.20937252,34.95182037,1.38414586,3.972973302,6.876507282,1.417680502,0.0,31.47047233581543,0.0,0.3990060091018677,34.31991195678711,7.2186384201049805
74.0,19.2167,1995,8,28,0.0,0.472884744,4.810782909,34.47731018,-9.199019521,5.3557951,7.061847687,1.208424926,0.0,21.02720642089844,0.0,0.5464734435081482,34.02509307861328,5.787100315093994
72.0,19.68,1995,10,3,0.0,0.388974011,6.89768219,34.75894928,6.682488322,-4.112890363,4.354908943,4.425761223,0.0,45.32582473754883,0.0,0.35461539030075073,34.34095001220703,7.095465183258057
