year,month,day,julday,lat,lon,updep,lowdep,depth,gear,mesh,dataset_ID,Cglac1_abunm2,Cglac2_abunm2,Cglac3_abunm2,Cglac4_abunm2,Cglac5_abunm2,Cglac6_abunm2,Cglac6f_abunm2,Cglac6m_abunm2,Chypc1_abunm2,Chypc2_abunm2,Chypc3_abunm2,Chypc4_abunm2,Chypc5_abunm2,Chypc6_abunm2,Chypc6f_abunm2,Chypc6m_abunm2,Cgla_abunm2,Chyp_abunm2
1993,6,21.0,172.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,2000.0,1000.0,5125.0,565.0,1775.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10560.0,0.0
1993,6,25.0,176.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2240.9,,0.0,2240.9
1993,6,27.0,178.0,75.0,-3.0,0.0,1500.0,3689.0,Multinet,150,43,,,,,,,,,2516.16,5032.32,1467.7600005,733.8799995,209.6800005,,419.35999949999996,0.0,0.0,10379.16
1993,6,28.0,179.0,48.668,-68.58833,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2737.45,,0.0,2737.45
1993,6,30.0,181.0,48.66,-68.58867,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2206.95,,0.0,2206.95
1993,7,3.0,184.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,80.0,0.0,3975.0,1200.0,1125.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6475.0,0.0
1993,7,5.0,186.0,48.66783,-68.586,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2808.6000000000004,,0.0,2808.6000000000004
1993,7,8.0,189.0,48.6675,-68.586,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1680.675,,0.0,1680.675
1993,7,10.0,191.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,6640.0,9060.0,1015.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16755.0,0.0
1993,7,12.0,193.0,48.6695,-68.5885,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1209.575,,0.0,1209.575
1993,7,15.0,196.0,48.66783,-68.58083,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1273.2250000000001,,0.0,1273.2250000000001
1993,7,19.0,200.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,763.95,,0.0,763.95
1993,7,21.0,202.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,1095.0,3675.0,360.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5170.0,0.0
1993,7,22.0,203.0,48.68517,-68.571,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,509.29999999999995,,0.0,509.29999999999995
1993,7,24.0,205.0,80.367,-1.88,0.0,248.0,4036.30127,Mocness,149,3,430.2,36.0,2.0,116.2,138.9,0.0,120.2,0.0,0.0,0.0,56.0,726.0,864.0,0.0,455.9,0.0,843.5,2101.9
1993,7,27.0,208.0,80.35,-1.142,0.0,273.0,3511.962891,Mocness,149,3,144.5,47.0,20.5,194.9,143.0,0.0,16.0,0.0,32.0,4.0,39.0,139.20000000000002,261.6,0.0,79.4,4.9,565.9,560.1
1993,7,28.0,209.0,48.667,-68.58283,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2164.5,,0.0,2164.5
1993,7,28.0,209.0,80.45,-1.258,0.0,274.0,2897.159912,Mocness,149,3,12.0,36.0,14.0,136.0,134.45,0.0,44.0,0.0,0.0,26.0,68.0,858.0,1042.0,0.0,240.45,0.0,376.45,2234.45
1993,7,29.0,210.0,80.45,-1.285,0.0,272.0,2978.394043,Mocness,149,3,122.2,38.0,16.0,156.1,151.0,0.0,32.0,0.0,0.0,40.0,60.0,400.8,265.4,0.0,54.0,0.0,515.3,820.2
1993,7,31.0,212.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
1993,8,1.0,213.0,75.0,-3.0,0.0,1500.0,3690.0,Multinet,150,43,,,,,,,,,148.0000005,444.0,3996.0,1258.0000005,295.9999995,,1183.9999995,0.0,0.0,7326.000000000001
1993,8,3.0,215.0,80.45,-0.347,0.0,232.0,2478.884766,Mocness,149,3,1702.4000000000003,334.0,44.0,66.8,249.70000000000002,0.0,168.4,0.0,81.0,585.9000000000001,678.7999999999998,515.6,171.60000000000002,0.0,112.8,0.0,2565.2999999999997,2145.7
1993,8,4.0,216.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,12.725,,,,,,,,879.4250000000001,,12.725,879.4250000000001
1993,8,8.0,220.0,79.717,-1.488,0.0,202.0,2673.583984,Mocness,149,3,44.0,93.3,2.1,83.0,228.3,0.0,22.6,0.0,2.0,39.1,17.700000000000003,374.29999999999995,460.20000000000005,0.0,17.799999999999997,0.0,473.3,911.0999999999999
1993,8,9.0,221.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1655.2,,0.0,1655.2
1993,8,10.0,222.0,80.4,-1.363,0.0,300.0,3587.862793,Mocness,149,3,609.8000000000001,577.0,347.5,55.1,239.1,0.0,0.0,0.0,134.6,2975.4,4383.7,4757.4,761.1,0.0,376.0,5.0,1828.5,13393.199999999999
1993,8,11.0,223.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,3040.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135.0,0.0
1993,8,11.0,223.0,80.167,-8.198,0.0,294.0,302.2360229,Mocness,149,3,1022.2,221.0,194.60000000000002,100.4,210.20000000000002,0.0,82.2,0.0,89.8,466.2,838.8000000000001,336.00000000000006,187.60000000000002,0.0,71.2,0.0,1830.6,1989.6
1993,8,11.0,223.0,80.417,-1.273,0.0,256.0,3283.652588,Mocness,149,3,288.0,150.1,54.1,92.39999999999999,290.2,0.0,61.5,0.0,28.0,42.0,50.2,178.3,191.70000000000002,0.0,22.5,0.0,936.3,512.7
1993,8,12.0,224.0,48.66533,-68.5835,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1527.875,,0.0,1527.875
1993,8,12.0,224.0,79.533,-1.272,0.0,200.0,2707.801025,Mocness,149,3,30.0,196.0,12.0,42.0,765.0,0.0,135.0,0.0,0.0,74.0,146.0,707.0,511.0,0.0,49.0,0.0,1180.0,1487.0
1993,8,12.0,224.0,81.2,30.6,0.0,160.0,179.0,MultiNet,150,31,128.0,64.0,28.0,104.0,300.0,0.0,208.0,0.0,0.0,0.0,4.0,12.0,240.0,0.0,32.0,0.0,832.0,288.0
1993,8,13.0,225.0,81.45,34.5833,0.0,1500.0,2719.0,MultiNet,150,31,264.0,63.95,152.0,544.05,487.95000000000005,0.0,304.0,0.0,0.0,0.0,403.95,3555.95,804.0,0.0,496.0,0.0,1815.95,5259.9
1993,8,13.0,225.0,81.6667,30.2667,0.0,500.0,525.0,MultiNet,150,31,1952.1,1712.0,767.9,2128.1,988.1,0.0,439.9,0.0,0.0,8.0,503.9,1571.9,156.1,0.0,48.1,0.0,7988.1,2288.0
1993,8,15.0,227.0,82.2,30.8833,0.0,1500.0,2465.0,MultiNet,150,31,64.0,0.0,8.0,0.0,48.0,0.0,64.05,0.0,0.0,0.0,24.0,116.0,436.05,0.0,472.0,0.0,184.05,1048.05
1993,8,16.0,228.0,48.662,-68.576,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,827.6,,0.0,827.6
1993,8,18.0,230.0,82.75,40.25,0.0,1500.0,2994.0,MultiNet,150,31,0.0,0.0,0.0,4.0,16.05,0.0,48.05,0.0,0.0,0.0,12.0,4.0,160.0,0.0,175.95,0.0,68.1,351.95
1993,8,19.0,231.0,48.66967,-68.57517,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1018.5999999999999,,0.0,1018.5999999999999
1993,8,20.0,232.0,82.15,42.0333,0.0,1000.0,1004.0,MultiNet,150,31,172.0,188.0,163.85000000000002,628.0500000000001,160.04999999999998,0.0,120.05,0.0,0.0,0.0,144.0,2551.9,232.1,0.0,135.9,0.0,1432.0,3063.9
1993,8,21.0,233.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,2785.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865.0,0.0
1993,8,21.0,233.0,82.0167,43.5667,0.0,200.0,280.0,MultiNet,150,31,4.0,156.0,124.0,36.0,172.0,0.0,280.0,4.0,0.0,16.0,128.0,196.0,88.0,0.0,44.0,0.0,776.0,472.0
1993,8,24.0,236.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2716.25,,0.0,2716.25
1993,8,26.0,238.0,48.66767,-68.582,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1591.55,,0.0,1591.55
1993,8,27.0,239.0,77.8867,101.655,0.0,120.0,135.0,MultiNet,150,31,0.0,0.0,0.0,1130.09,1448.7,0.0,64.9,12.0,0.0,7.75,126.875,224.005,24.0,0.0,0.0,0.0,2655.6899999999996,382.63
1993,8,30.0,242.0,48.66717,-68.57867,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1591.55,,0.0,1591.55
1993,8,31.0,243.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,15.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0
1993,9,1.0,244.0,76.5,133.3333,0.0,30.0,38.0,MultiNet,150,31,0.0,0.0,0.0,48.0,508.0,0.0,112.0,4.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,672.0,32.0
1993,9,2.0,245.0,48.66983,-68.582,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2228.1749999999997,,0.0,2228.1749999999997
1993,9,2.0,245.0,78.7167,132.35,0.0,1500.0,2975.0,MultiNet,150,31,0.0,0.0,0.0,36.05,411.9,0.0,644.0,7.95,0.0,32.05,96.1,843.85,607.85,0.0,240.05,0.0,1099.9,1819.9
1993,9,4.0,247.0,78.3833,133.0667,0.0,1500.0,2062.0,MultiNet,150,31,0.0,0.0,0.0,111.9,1064.1,0.0,611.9499999999999,7.949999999999999,0.0,7.95,95.9,687.95,260.0,0.0,168.05,0.0,1795.8999999999999,1219.85
1993,9,5.0,248.0,78.0667,133.55,0.0,200.0,243.0,MultiNet,150,31,0.0,0.0,0.0,2976.555,2235.4,0.0,530.7,68.005,0.0,16.175,112.67999999999999,48.0,72.0,0.0,20.0,0.0,5810.66,268.855
1993,9,5.0,248.0,78.1,133.5167,0.0,450.0,514.0,MultiNet,150,31,0.0,0.0,0.0,1358.375,2188.9,0.0,334.95,48.0,0.0,17.35,120.17500000000001,108.0,80.0,0.0,32.0,0.0,3930.2250000000004,357.525
1993,9,5.0,248.0,78.1433,133.3867,0.0,950.0,869.0,MultiNet,150,31,0.0,0.0,0.0,320.05,2227.9999999999995,0.0,639.85,4.05,0.0,12.0,64.1,292.0,368.0,0.0,152.35,4.05,3191.9500000000003,892.5
1993,9,6.0,249.0,77.4,133.5833,0.0,30.0,53.0,MultiNet,150,31,0.0,0.0,0.0,101.38,278.99,0.0,36.0,12.0,0.0,0.0,4.0,20.0,20.0,0.0,0.0,0.0,428.37000000000006,44.0
1993,9,6.0,249.0,77.9,133.5667,0.0,50.0,72.0,MultiNet,150,31,0.0,0.0,0.0,3492.0599999999995,1146.305,0.0,140.005,32.0,0.0,8.0,32.400000000000006,40.0,23.995,0.0,4.005,0.0,4810.37,108.4
1993,9,7.0,250.0,77.0333,126.4,0.0,70.0,93.0,MultiNet,150,31,0.0,0.0,0.0,120.005,698.98,0.0,68.005,12.0,0.0,87.61,233.245,47.995000000000005,140.005,0.0,28.005,0.0,898.99,536.86
1993,9,8.0,251.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2801.125,,0.0,2801.125
1993,9,8.0,251.0,77.1833,126.2333,0.0,950.0,990.0,MultiNet,150,31,0.0,0.0,0.0,212.14999999999998,887.85,0.0,495.90000000000003,7.949999999999999,0.0,32.05,348.15,563.85,447.75,0.0,147.8,0.0,1603.85,1539.6
1993,9,9.0,252.0,77.1,126.3167,0.0,200.0,200.0,MultiNet,150,31,0.0,0.0,0.0,268.08500000000004,1326.5700000000002,0.0,389.3,36.0,0.0,32.995000000000005,339.475,115.995,175.995,0.0,44.0,0.0,2019.955,708.46
1993,9,9.0,252.0,77.1333,126.3833,0.0,500.0,544.0,MultiNet,150,31,0.0,0.0,0.0,99.03,1320.875,0.0,706.125,15.9,0.0,36.05,185.285,120.055,256.05,0.0,76.10499999999999,0.0,2141.93,673.5450000000001
1993,9,10.0,253.0,77.7333,125.7667,0.0,1500.0,1990.0,MultiNet,150,31,0.0,0.0,0.0,95.9,699.9499999999999,0.0,524.0,0.0,0.0,0.0,159.9,1187.85,731.9,0.0,268.15,0.0,1319.85,2347.8
1993,9,11.0,254.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,875.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0,0.0
1993,9,12.0,255.0,79.25,122.8833,0.0,1500.0,3244.0,MultiNet,150,31,0.0,0.0,0.0,64.15,356.0,0.0,851.9,4.0,0.0,0.0,100.0,667.95,1091.85,0.0,364.05,0.0,1276.05,2223.85
1993,9,13.0,256.0,79.1833,119.9,0.0,1500.0,3071.0,MultiNet,150,31,0.0,0.0,0.0,96.05,412.05,0.0,808.05,4.05,0.0,0.0,148.05,1156.05,1464.0,0.0,388.1,0.0,1320.2,3156.2
1993,9,14.0,257.0,78.6667,118.5667,0.0,1500.0,2618.0,MultiNet,150,31,0.0,0.0,0.0,227.95000000000002,687.9499999999999,0.0,984.0500000000001,4.0,0.0,0.0,104.0,1196.05,1271.85,0.0,432.04999999999995,0.0,1903.95,3003.95
1993,9,15.0,258.0,78.0,118.7333,0.0,1500.0,1930.0,MultiNet,150,31,0.0,0.0,0.0,180.05,775.9499999999999,0.0,544.05,0.0,0.0,0.0,28.0,720.05,1112.05,0.0,320.05,0.0,1500.0500000000002,2180.15
1993,9,16.0,259.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,1273.2250000000001,,0.0,1273.2250000000001
1993,9,16.0,259.0,77.5667,118.4333,0.0,1000.0,1181.0,MultiNet,150,31,0.0,0.0,0.0,244.1,1367.9,0.0,544.0,12.0,0.0,0.0,76.1,572.0,556.0,0.0,96.1,0.0,2168.0,1300.1999999999998
1993,9,17.0,260.0,77.4,118.1833,0.0,500.0,554.0,MultiNet,150,31,0.0,0.0,0.0,150.1,1018.75,0.0,546.875,19.9,0.0,0.0,20.0,144.0,208.0,0.0,39.9,0.0,1735.625,411.9
1993,9,18.0,261.0,77.1833,118.7333,0.0,80.0,106.0,MultiNet,150,31,0.0,0.0,0.0,190.64,2477.965,0.0,326.255,36.015,0.0,0.0,23.990000000000002,148.01,103.995,0.0,15.995,0.0,3030.875,291.99
1993,9,18.0,261.0,77.2667,118.5333,0.0,200.0,230.0,MultiNet,150,31,0.0,0.0,0.0,138.445,2253.31,0.0,665.87,40.0,0.0,0.0,125.445,380.005,280.005,0.0,8.0,0.0,3097.625,793.455
1993,9,20.0,263.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,640.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0
1993,9,20.0,263.0,78.2667,109.25,0.0,30.0,51.0,MultiNet,150,31,0.0,0.0,0.0,794.06,553.89,0.0,20.0,0.0,0.0,0.0,64.0,8.0,16.0,0.0,0.0,0.0,1367.9499999999998,88.0
1993,9,20.0,263.0,78.4667,110.8167,0.0,80.0,101.0,MultiNet,150,31,0.0,0.0,0.0,204.01,619.985,0.0,361.36,0.0,0.0,4.005,36.005,80.005,67.98500000000001,0.0,7.99,0.0,1185.355,195.99
1993,9,21.0,264.0,78.7,112.5333,0.0,500.0,518.0,MultiNet,150,31,0.0,0.0,0.0,183.25,936.25,0.0,448.67499999999995,3.9,0.0,3.9,36.1,212.1,1227.9,0.0,171.9,0.0,1572.075,1651.8999999999999
1993,9,21.0,264.0,78.75,112.7,0.0,1100.0,1141.0,MultiNet,150,31,0.0,0.0,0.0,260.1,1352.0,0.0,1008.35,4.05,0.0,0.0,8.1,183.75,719.75,0.0,115.95,0.0,2624.5,1027.5500000000002
1993,9,22.0,265.0,48.66667,-68.58333,0.0,250.0,340.0,Ring net 1.0m (1.0 m),333,34,,,,,,,,,,,,,,,2546.475,,0.0,2546.475
1993,9,22.0,265.0,78.5833,111.3667,0.0,200.0,235.0,MultiNet,150,31,0.0,0.0,0.0,239.005,1140.4,0.0,339.855,8.0,0.0,0.0,9.1,80.0,136.0,0.0,4.0,0.0,1727.26,229.1
1993,9,30.0,273.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,475.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0
1993,10,10.0,283.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,55.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0
1993,10,20.0,293.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0
1993,11,2.0,306.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,80.0,55.0,0.0,40.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0
1993,11,16.0,320.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,75.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0
1994,6,11.0,162.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,14100.0,2310.0,100.0,0.0,280.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16870.0,0.0
1994,6,20.0,171.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,14125.0,11125.0,2125.0,145.0,95.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27655.0,0.0
1994,6,30.0,181.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,100.0,100.0,720.0,1535.0,120.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,0.0
1994,7,11.0,192.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,2460.0,4075.0,280.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6855.0,0.0
1994,7,20.0,201.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,715.0,3370.0,55.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4180.0,0.0
1994,7,30.0,211.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,6975.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7055.0,0.0
1994,8,20.0,232.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,9660.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820.0,0.0
1994,9,1.0,244.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,4135.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4175.0,0.0
1994,9,10.0,253.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,5520.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0
1994,9,21.0,264.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0
1994,9,29.0,272.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,880.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0
1994,10,10.0,283.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,210.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0
1994,10,21.0,294.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,320.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0
1994,11,3.0,307.0,66.325,33.65666667,0.0,65.0,65.0,Juday Net (Tropical or Large),168,30,0.0,0.0,0.0,95.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0
1995,1,21.0,21.0,70.5002,20.0063,0.0,125.0,131.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.0,0.0
1995,1,21.0,21.0,72.001,19.6883,0.0,295.0,310.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,15.99999996,15.99999996,0.0,0.0,0.0,15.99999996,0.0,,15.99999996,0.0,31.99999992,31.99999992
1995,1,22.0,22.0,73.4998,19.3372,0.0,460.0,479.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,128.0000002,,0.0,0.0,0.0,128.0000002
1995,3,8.0,67.0,72.0,19.68,0.0,290.0,310.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,8.00000003,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.00000003,0.0
1995,3,9.0,68.0,74.0,19.22,0.0,120.0,136.0,WP II-56 cm,180,35,0.0,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,24.0,0.0
1995,3,18.0,77.0,63.66,2.34,0.0,100.0,1440.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0
1995,4,14.0,104.0,64.175,1.1333,0.0,100.0,2450.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,512.0,0.0,0.0,0.0,0.0,0.0,248.0,,56.00000000000001,0.0,512.0,304.0
1995,4,14.0,104.0,64.425,0.5667,0.0,100.0,2400.0,WP II-56 cm,180,36,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,24.0
